id,callnumber,mainentry,isbn,title,author,placeofpublication,publisher,year,edition,physicaldesc,series,notesarea,subject,addedentry,price,copies,date,note,source
255,,,,????? ???????Encyclopedie Arabic,?????? ???? ???????? Tuan Boutros Al-Bustani,Beirut-Lebanon,??? ???????,,,,,,,,,,,,Waqaf Dato Manaf
256,,,,??????? ?? ????? ???????isobah dalam membezakan sahabat,"???? ????? ??? ?????? ???? ?? ??? ?? ???? ?? ???? ?? ??? ?? ???? ???????? ???????? ??????? Shihab al-Din Abu al-Fadl, Ahmad ibn Ali ibn Muhammad ibn Muhammad ibn Ali ibn Ahmad al-Kinani al-Shafi`i al-Masri",?????,??? ????? ???????,1995,j2 e1,,,,,,,,,,Waqaf Dato Manaf
257,,,,??????? ?? ????? ???????isobah dalam membezakan sahabat,"???? ????? ??? ?????? ???? ?? ??? ?? ???? ?? ???? ?? ??? ?? ???? ???????? ???????? ??????? Shihab al-Din Abu al-Fadl, Ahmad ibn Ali ibn Muhammad ibn Muhammad ibn Ali ibn Ahmad al-Kinani al-Shafi`i al-Masri",?????,??? ????? ???????,1995,j2 e3,,,,,,,,,,Waqaf Dato Manaf
258,,,978-983-44883-1-4,????? ??????? ????? ??????? Permulaan pemula dan walikota kanak-kanak,??? ????? ??? ??????? Abdul Ghani Jabal Maraqi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2013,e3,,,mengenai soal ibadah bagi mereka yang baharu,,,,,,,Waqaf Dato Manaf
259,,,978-967-0597-36-2,???? ??????? ?????? ?????? Washahul afrah waasbahul falah,??? ???? ?? ??????? ???? ??????? Syeikh Muhammad Bin Ismail Daud Alfathani,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e1,,,"membicarakan tentang akidah, bersuci, sembahyang, zikir dan doa-doa yang terpilih",,,,,,,Waqaf Dato Manaf
260,,,978-967-11107-1-3,"??? ??? ??? ???? ???? Penjelasan hukum, Ibn Ata Allah",??? ????? ????? Tuk Pulau Manis,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2014,j2,,,,,,,,,,Waqaf Dato Manaf
261,,,978-967-0597-29-4,???? ?????? ?? ??? ????? ?????? Minhatul mughis fi ilm mustolahul hadith,???? ??? ???????? Hafiz Hassan Almasu'di,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2015,e1,,,,,,,,,,Waqaf Dato Manaf
262,,,978-983-44883-3-8,"??? ????? ??? ???? ???? Penjelasan hukum, Ibn Ata Allah",??? ????? ????? Tuk Pulau Manis,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2010,j1,,,,,,,,,,Waqaf Dato Manaf
263,,,978-967-0597-45-4,??? ????????? Matan Al-A'jurumiyyah,??? ???????? Syeikh Al-sinhaji,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e1,,,nahu (bahasa arab),,,,,,,Waqaf Dato Manaf
264,,,978-967-0597-38-6,???????? ???????? ?? ????? ??? ??????? Alyawaqit waljawahir fi ukubati ahl kabair,??? ??? ?????? ???????? Sheikh Abdul Wahab Al Shaarani,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e1,,,membicarakan mengenai dosa-dosa besar,,,,,,,Waqaf Dato Manaf
265,,,978-967-0597-04-1,??????? ???????? Al-Shama'il Muhammadiyah,??? ???? ???? ?? ???? ??????? Abu Issa Muhammad bin Surah Al-Tirmidhi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2015,e2,,,Hadith,,,,,,,Waqaf Dato Manaf
266,,,978-967-0597-06-5,????? ????? kapal kehidupan,????? ???? ?? ???? ??????? Syeikh Salem bin Samir Al-Hadrami,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e4,,,"membicarakan hal-hal bersuci, solat, pengurusan jenazah, zakat dan puasa",,,,,,,Waqaf Dato Manaf
267,,,978-967-0597-25-6,????? ??????? ?? ??? ??????? faridatul faraid fi ilm al-akaid,??? ???? ??????? Syeikh Ahmad Alfathani,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e2,,,ilmu akidah,,,,,,,Waqaf Dato Manaf
268,,,978-983-43307-3-6,???? ?????? siraj alqari,?????? ???? ???? ?? ??? ???????? ?? ???? ??????? Syeikh Muhammad Salih bin Zain al-Abidin bin Muhammad al-Fatani,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2007,e1,,,membicarakan tentang hukum tajwid,,,,,,,Waqaf Dato Manaf
269,,,978-967-0597-14-0,???? ?????? munyatul mussoli,??? ???? ??? ???? ??????? Syeikh Daud Abdullah Alfatani,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e3,,,membicarakan hal-hal sembahyang,,,,,,,Waqaf Dato Manaf
270,,,978-967-10318-1-0,??????? ??????? ???????? Asas Kewangan Islam,??????? ??????? ???? ??? Prof Dr Munther Kahf,Kuala Lumpur,International Shariah Research Academy for Islamic Finance (ISRA),2011,,,,Kewangan Islam,,,,,,,Waqaf Dato Manaf
271,,,978-967-0597-43-0,????? ??????? Permulaan hidayah,??? ??????? ??? ???? ???? ??????? ?????? Hojjat al-Islam Abu Hamid Muhammad al-Ghazali al-Tusi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e1,,,"membicarakan mengenai ibadah harian, cara meninggalkan maksiat zahir dan batin serta adab pergaulan dan persahabatan",,,,,,,Waqaf Dato Manaf
272,,,978-983-4483-2-1,????????? ?????? ?? ??? ????????? Penjelasan yang jelas dalam penjelasan Ajramiyyah,???? ??????? Muhammad Al-Hasyimi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,,,,,nahu (bahasa arab),,,,,,,Waqaf Dato Manaf
273,waqf DS 38.4.A2.D5332001v.14,,,??? ????? ??????? Jalan bendera bangsawan,?????? ??? ????? ???? ?? ???? ????? ??????,Beirut-Lebanon,AL-Resalah Publishers,2001,j14 e11,,,,,,,,,,Waqaf Dato Manaf
274,,,,??????? ?? ???? ??????Penjelasan dalam ilmu al-Quran,????? ???? ??? ???????? Syeikh Muhammad Ali AL-Sabuni,Kaherah,25 Jalan Yusof Abas Kota Nasr??? ????????,2003,e3,,,,,,,,,,Waqaf Dato Manaf
275,,,0126-012x,Journal of Islamic Studies ???? ???????? ????????? ???????,Al-Makin,"Yogyakarta, Indonesia",Al-Jami'ah Journal of Islamic Studies,2011,,,,Journal,,,,,,,Waqaf Dato Manaf
276,,,983-2599-54-7,???????? ????? ??????? 40 hadith allaisiyah,?.??? ???? ???? ?????? / ?. ????? ???? ???? Dr. Laith Saud Jassim Al-Qaisi / Dr. Iman Muhammad Abbas,Kuala Lumpur,Kaci Trading Sdn. Bhd,2006,e1,,,,,,,,,,Waqaf Dato Manaf
277,,,983-40200-2-3,???? ?????? ?????? ???????? ulumul hadith,?.?. ???? ??? ????? ????? ?????Muhammad Abu al-Laith al-Khairabadi,"Bangi, Selangor",Darul Syakir,2011,e7,,,Hadith,,,,,,,Waqaf Dato Manaf
278,,,978-983-44883-5-2,??? ?????? ?????? matan bina' al- asas,??????? ?? ??? ?????? ?? ???? ????? Ibrahim bin Abdul Wahab bin Imaduddin,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2015,e2,,,sorof (bahasa arab),,,,,,,Waqaf Dato Manaf
279,,,978-967-0597-34-8,????? ???? Penawar Hati,??? ??? ?????? ?? ??? ?????? ?????????? ???????? Sheikh Abdul Qadir bin Abdul Muttalib Mandela Indonesia,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e2,,,membicarakan ilmu tasawuf peringkat permulaan,,,,,,,Waqaf Dato Manaf
280,,,978-967-0597-21-8,????? ???????? Hidayatul Salikin,????? ??? ????? ?????????? Syeikh Abdul Somad Al-Palembangi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e2,,,membicarakan ilmu tasawuf peringkat permulaan,,,,,,,Waqaf Dato Manaf
281,,,978-967-0597-08-9,??? ?? ???????? Matan Ummu Albarahin,???? ??? ??? ???? ???? ?? ???? ?????? ??????? Imam Abu Abdullah Muhammad bin Yusuf Al-Sanawi Al-Husseini,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2014,e1,,,,,,,,,,Waqaf Dato Manaf
282,,,978-967-0597-27-0,???? ??????? ?? ???? ???? ??????? ukud al-lajnain fi bayani hukuk al-zaujaini,????? ???? ????? ?????? Syeikh Muhammad Nawawi Al-jawi,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e1,,,membicarakan peranan dan tanggungjawab suami dan isteri,,,,,,,Waqaf Dato Manaf
283,,,978-967-0597-31-7,???? ???????? Tuhfat Al-raghibin,??? ???? ???? ???????? Syeikh Muhammad Arshad Al-Banjari,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2015,e1,,,"membicarakan hakikat iman, akidah yang benar, akidah yang sesat, murtad, dosa besar dan taubat",,,,,,,Waqaf Dato Manaf
284,,,978-967-0597-19-5,????? ??????? ???? ?????? Mengajar pelajar cara belajar,????? ????? ????? ???????? Syeikh Burhan Al-Din Al-Zarnuji,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2016,e3,,,,,,,,,,Waqaf Dato Manaf
285,,,978-967-0597-10-2,???? ??????? 2 matlauul najmain,Abdul Ghani Jabal Maraqy,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2014,e1,,,"membicarakan ibadah puasa, zakat, haji dan umrah",,,,,,,Waqaf Dato Manaf
286,,,978-967-0597-12-6,???? ???????1 matlauul najmain,Abdul Ghani Jabal Maraqy,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2014,e1,,,"membicarakan tentang bersuci, solat bagi orang musafir dan yang keuzuran",,,,,,,Waqaf Dato Manaf
287,,,978-967-0597-23-2,????? ???????? ?? ????? ??????? hidayatul mustafid fi ahkam tajwid,????? ???? ??????? ?????? Syeikh Muhammad Al-Mahmoud Al-Najjar,"Kota Bharu, Kelantan",Jabal Maraqy Sdn. Bhd,2015,e1,,,membicarakan hukum-hukum tajwid di peringkat asas sesuai dengan para pelajar sekolah rendah dan menengah rendah,,,,,,,Waqaf Dato Manaf
288,,,,????? ????? ?????? ?? ??????? ???????? Sejarah keajaiban kuno dalam terjemahan dan berita,????? ??? ?????? ??????? Syeikh Abdul Rahman Al-Jabarti,?????,??? ?????,,j1,,,,,,,,,,Waqaf Dato Manaf
289,,,,????? ????? ?????? ?? ??????? ???????? Sejarah keajaiban kuno dalam terjemahan dan berita,????? ??? ?????? ??????? Syeikh Abdul Rahman Al-Jabarti,?????,??? ?????,,j2,,,,,,,,,,Waqaf Dato Manaf
290,,,,????? ????? ?????? ?? ??????? ???????? Sejarah keajaiban kuno dalam terjemahan dan berita,????? ??? ?????? ??????? Syeikh Abdul Rahman Al-Jabarti,?????,??? ?????,,j3,,,,,,,,,,Waqaf Dato Manaf
291,,,,????? ???????Encyclopedie Arabic,?????? ???? ???????? Tuan Boutros Al-Bustani,Beirut-lebanon,??? ???????,,j8,,,,,,,,,,Waqaf Dato Manaf
292,,,,???? ?????? Quran Karim,,?????? Quwait,????? ??????? ??????? ?????????,1983,e3,,,,,,,,,,Waqaf Dato Manaf
293,,,,????? ???????? budak lelaki dan kereta kebal,??? ?????? ??? ?????? Abdul Razak Abdul Wahid,Baghdad,????? ????? ???????,,s17,,,,,,,,,,Waqaf Dato Manaf
294,,,,???? ??????? ?? ????? ???????Kehidupan Pakar Perubatan,??? ??? ??????abn 'abi 'usaybaea,?????-?????,??? ???????,1981,j1 e3,,,,,,,,,,Waqaf Dato Manaf
295,,,,?????? ??????? ?????? ??? ?????? ??????? ?? ???? Biografi Nabi Imam Abu Al-Fida Ismail bin Kathir,????? ??? ??????Mustafa Abdel Wahed,"Beirut, Lebanon",??? ????????,1976,j2,,,,,,,,,,Waqaf Dato Manaf
296,,,,???? ???? topi finch,???? ???? Said Jabar,Baghdad,????? ????? ???????,,s23,,,,,,,,,,Waqaf Dato Manaf
297,,,,?????? ???????? Al-lu'lu' wal marjan,???? ???? ??? ??????Mohamed Fouad Abdel Baqi,?????? Quwait,????? ??????? ???????,1977,3-Jan,,,,,,,,,,Waqaf Dato Manaf
298,,,,???? ?????? ????????? ??? ??? ???? ???? Penubuhan negara Islam pada zaman Rasulullah,??????? ??? ?????? ???? DR. Awn Al-Sharif Qasim,,"Dar Al-kutoub al-Islamiya, Dar Al-kitab Allubnani Beirut, Dar Al-Kitab Al Masri Cairo",,,,,,,,,,,,Waqaf Dato Manaf
299,,,,??????? ?? ????? ???????? Politik dalam Pemikiran Islam,??????? ???? ???? Ahmed Shalaby,Kaherah,????? ?????? ???????,1983,e5,,,,,,,,,,Waqaf Dato Manaf
300,,,,????? ???? ?????Jiwa Ibn al-Qayyim,?????? ??? ????? ??? ??? ???? ?? ??? ???????Imam Shams al-Din Abi Abdullah Bi Qayyim al-Jawziyya,?????-?????,??? ?????? ???????,,,,,,,,,,,,Waqaf Dato Manaf
301,,,,????? ????? ????? ??????? Ensiklopedia abad kedua puluh,???? ???? ????Mohamed Farid Wagdy,?????-?????,??? ???????,1971,j3 e3,,,,,,,,,,Waqaf Dato Manaf
302,,,,????? ????? ???????? Riwayat hidup ringkas,?????? ????? ???? ?? ??? ?????? ?? ????? ??????? Imam Sheikh Ahmed bin Abdul Rahman bin Qudamah Al-Maqdisi,????,????? ??? ??????,1978,,,,,,,,,,,Waqaf Dato Manaf
303,,,,???? ??????? asas retorik,??????? ??? ?????? ????? Ustaz Abdul Rahim Mahmud,?????-?????,??? ???????,1982,,,,,,,,,,,Waqaf Dato Manaf
304,,,,?? ????? ??? ????? (?????? ???????? ?? ??????? ??? ?????)Seni Pendamaian (Pendekatan Islam untuk Pembaharuan Antara manusia),??????? ??? ????Ibrahim Badr Shehab,,??? ?????? / ????? ???????,2001,e1,,,,,,,,,,Waqaf Dato Manaf
305,,,,"???? ?????? ??????? ?????? ??????? ????? ????? ??????? kitab altiraz almutadamin li'asrar albalaghat waeulum haqayiq al'iiejaz
",???? ?? ???? ?? ??? ?? ??????? Yahya bin Hamza bin Ali bin Ibrahim,?????-?????,??? ????? ???????,,j2,,,retorik (balaghah),,,,,,,Waqaf Dato Manaf
306,,,,????? ?????? ??????? ?????? ??????? ???????? Fatwa Jawatankuasa Tetap Penyelidikan Ilmiah dan Ifta,???? ?? ??? ?????? ?????? Ahmed bin Abdul Razzaq Al-Duweesh,??????? ??????? ???????? Arab Saudi,????? ????? ?????? ??????? ????????,1996,e1 j7,,,ibadah (solat 2),,,,,,,Waqaf Dato Manaf
307,,,,"??? ?????? ???? ???? ???? ??????? ????? zad almuslim fima atafaq ealayh albukhariu wamuslim
",???? ???? ???? ?? ??? ???? ?? ???? ???????? Muhammad Habib Allah bin Abdullah bin Ahmed Al-Shanqiti,,??? ?????,1981,j1,,,,,,,,,,Waqaf Dato Manaf
308,,,,??????? ????????? ??????? ??? ??????? almaktabat aliaslamiat almusawarat likuli al'aemar,??????? ???? ???? Ahmed Shalaby,???????,????? ?????? ???????,,e8,,,,,,,,,,Waqaf Dato Manaf
309,,,,??????? ????????? ?? ??????? ???????? ??????? al'alqab aliaslamiat fi altaarikh walwathayiq waluathar,????? ??? ?????? Hassan Al-Basha,,??? ?????? ???????,1978,,,,,,,,,,,Waqaf Dato Manaf
310,,,,???? ????? ?????? Penyelidikan undang-undang kontemporari,??????? ??? ?????? ????? Abdel Karim Zeidan,?????-?????,Al-Resalah Publishers,2004,e1,,,,,,,,,,Waqaf Dato Manaf
311,,,,?????? ?????? ?????? (????? ???????) aljamie li'ahkam alquran (tafsir alqurtubii),"???? ??? ????? ???? ?? ???? ???????? ??????? li'abi eabd allah, muhamad bin ahmad alianisawyi alqurtubii",???????,?????? ??????? ?????? ??????,1987,j1-2,,,tafsir,,,,,,,Waqaf Dato Manaf
312,,,,??????? ????????? altafsir walmufasirun,???? ???? ?????? muhamad husayn aldhahabi,?????-?????,???? ??? ??????? ?? ??? ???????,,j3,,,,,,,,,,Waqaf Dato Manaf
313,,,,????? ?????? Fatwa Wanita,??? ????? aibn taymia,,??? ?????? ??????,1988,e1,,,,,,,,,,Waqaf Dato Manaf
314,,,,??? ???????? Kisah para anbia',?????? ??? ?????? ??????? ?? ???? Imam Abi Al-Fida Ismail bin Kathir,?????-?????,??? ??????? ?????? ??????,,j1-2,,,,,,,,,,Waqaf Dato Manaf
315,,,,??? ?????? ??????? ?? ??? ????? (?) ???????? ???????? Peranan politik wanita di era Nabi (SAW) dan para khalifah yang Benar,????? ???? ???? ????? Asmaa Mohamed Ahmed Ziada,???????,??? ??????,2001,e1,,,,,,,,,,Waqaf Dato Manaf
316,,,,???? ????? ?????? Kitab Hukum Wanita,??? ?????? ??? ?? ?????? Abdul Rahman Ali bin al-Jawzi,?????,??????? ???????,1988,,,,,,,,,,,Waqaf Dato Manaf
317,,,,"??? ?????? ???? ???? ???? ??????? ????? zad almuslim fima atafaq ealayh albukhariu wamuslim
",??? ???? ???? ?? ??? ???? ?? ???? ???????? Muhammad Habib Allah bin Abdullah bin Ahmed Al-Shanqiti,,??? ?????,1981,j4,,,,,,,,,,Waqaf Dato Manaf
318,,,,"??? ?????? ???? ???? ???? ??????? ????? zad almuslim fima atafaq ealayh albukhariu wamuslim
",??? ???? ???? ?? ??? ???? ?? ???? ???????? Muhammad Habib Allah bin Abdullah bin Ahmed Al-Shanqiti,,??? ?????,1981,j5,,,,,,,,,,Waqaf Dato Manaf
319,,,,?????? ???????? ?? ??????? Wanita dan kedudukan mereka dalam Islam,???? ??? ?????? ?????? Ahmed Abdel Aziz Al-Hussein,???????,????? ???????,1981,e2,,,,,,,,,,Waqaf Dato Manaf
320,,,,?????? ??????? ?? ??????? Wanita dan hak mereka dalam Islam,??? ????? ??????????? ??????? 'abi alnasr mubashir altiraziu alhusaynii,?????-?????,??? ????? ???????,1990,,,,,,,,,,,Waqaf Dato Manaf
321,,,,?????? ??????? ?? ??????? Wanita dan hak mereka dalam Islam,??? ????? ??????????? ??????? 'abi alnasr mubashir altiraziu alhusaynii,,,,,,,,,,,,,,Waqaf Dato Manaf
322,,,,??????? ?????? ?? ??????? Penggunaan wanita dalam Islam,??????? ??? Al-Ghazali Harb,,??? ???????? ??????,,,,,,,,,,,,Waqaf Dato Manaf
323,,,,????? ?????? Al-nahu Al-wafi,???? ??? Abbas Hassan,???????,??? ??????? ????,,j3,,,,,,,,,,Waqaf Dato Manaf
324,,,,????? ?????? Kepentingan Dakwah,????? ??? ???? mahmud shit khataab,??????? ??????? ????????,??????? ????????? ???????? ???????,,e1 j16,,,,,,,,,,Waqaf Dato Manaf
325,,,,??? ??????? ?? ?????? Peranan sekolah pada dakwah,??? ??? ?????? ???? ??? ????? ??????,??????? ??????? ????????,??????? ????????? ???????? ???????,,e1 j17,,,,,,,,,,Waqaf Dato Manaf
326,,,,???? ?????? Kitab Puasa,,,??? ??????? ???????,,,,,,,,,,,,Waqaf Dato Manaf
327,,,,????? ?????? ??????? ?????? ??????? ???????? Fatwa Jawatankuasa Tetap Penyelidikan Ilmiah dan Ifta,???? ?? ??? ?????? ?????? Ahmed bin Abdul Razzaq Al-Duweesh,??????? ??????? ????????,????? ????? ?????? ??????? ????????,,e1 j5,,,fiqh thaharah (kebersihan),,,,,,,Waqaf Dato Manaf
328,,,,????? ?????? ??????? ?????? ??????? ???????? Fatwa Jawatankuasa Tetap Penyelidikan Ilmiah dan Ifta,???? ?? ??? ?????? ?????? Ahmed bin Abdul Razzaq Al-Duweesh,??????? ??????? ????????,????? ????? ?????? ??????? ????????,1996,e1 j6,,,Solat (1),,,,,,,Waqaf Dato Manaf
329,,,,??? ???????? Kisah para anbia',,,,,,,,,,,,,,,Waqaf Dato Manaf
330,,,,??????? ????????? altafsir walmufasirun,???? ???? ?????? muhamad husayn aldhahabi,?????-?????,???? ??? ??????? ?? ??? ???????,,j1,,,,,,,,,,Waqaf Dato Manaf
331,,,,??????? ????????? altafsir walmufasirun,???? ???? ?????? muhamad husayn aldhahabi,?????-?????,???? ??? ??????? ?? ??? ???????,,j2,,,,,,,,,,Waqaf Dato Manaf
332,,,,????? ???? ??????? ?? ?????? Tafsir ayat hukum daripada Al-Quran,???? ??? ???????? Muhammad Ali Al-Sobuni,,??? ????????,1986,e5 j2,,,,,,,,,,Waqaf Dato Manaf
333,,,,????? ????? ??? ?????? tarajim sayidat bayt alnubua,???????? ????? ??? ?????? Aisyah Abdul Rahman,???????,????????? ??????,1987,e1,,,,,,,,,,Waqaf Dato Manaf
334,,,,?????? ???????? ?? ????? ???????? Penghakiman dan Bukti dalam Perundangan Islam,??? ?????? ???? ??? ??????? Abdul Fatah Muhammad Abu Al-Ainain,???,????? ???????,1983,,,,,,,,,,,Waqaf Dato Manaf
335,,,977-5524-43-1,???? ???? ?????? ?? ????? ???????? eismat aldam walmal fi alfiqh al'iislamii,??????? ???? ????? Abbas Shoman,???????,??? ??????,,,,,,,,,,,,Waqaf Dato Manaf
336,,,,???? ??????? ?? ??????? Hak asasi manusia dalam Islam,???? ??????? Mohammed Al-Zuhaili,????-?????,??? ????? ?????/ ??? ??? ????,1997,e2,,,,,,,,,,Waqaf Dato Manaf
337,,,,"????? ????? ?????? ?????? makanat alquds almasjid al'aqsaa
",??????? ????? ???? Dr. Yassin Gadi,,????? ????? ??????? ?????? ???????,1996,e1,,,,,,,,,,Waqaf Dato Manaf
338,,,,????? ????????? ?? ????? ???????? mabahith almueamalat fi alfiqh al'iislamii,???? ?? ?????? ???? ??????? ???????? Jawatankuasa profesor Fakulti Syariah dan Undang-Undang,,????? ?????? ???????,1991,e3,,,,,,,,,,Waqaf Dato Manaf
339,,,,?????? ????? ???????? ?? ??????? ???????? Konsep kemenangan dan kekalahan dalam perspektif Islam,???? ???? ???? ??????? Nahad Abbas Syihab Al-jaburi,????,????? ???????,1994,,,,,,,,,,,Waqaf Dato Manaf
340,,,,????? ?????? Al-nahu Al-wafi,???? ??? Abbas Hassan,???????,??? ??????? ????,,j1,,,,,,,,,,Waqaf Dato Manaf
341,,,,????? ?????? Al-nahu Al-wafi,???? ??? Abbas Hassan,???????,??? ??????? ????,,j2,,,,,,,,,,Waqaf Dato Manaf
342,,,,????? ?????? Al-nahu Al-wafi,???? ??? Abbas Hassan,???????,??? ??????? ????,,j4,,,,,,,,,,Waqaf Dato Manaf
343,,,,???? ????? ?? ????? ???????? ?????? Penyelidikan perundangan mengenai isu ekonomi kontemporari,???? ?????? ??????? ???? ???? ??? ????? ???? ????? ????? ??? ?????? ??????,??????,??? ???????,1998,e1,,,,,,,,,,Waqaf Dato Manaf
344,,,,??????? ????????? ?? ??? ??????? ????????? altaamin aliaijtimaeiu fi daw' alsharieat alaslamia,??? ?????? ????? ?? ????? Abdul Latif Mahmud Al-Mahmud,?????-?????,??? ???????,1994,e1,,,,,,,,,,Waqaf Dato Manaf
345,,,,????? ???????? Landasan berjalan kaki,??? ??? ???? ???? ?? ??? ??? ?? ???? ??? ??? ??????? Abi Abdullah Muhammad bin Abi Bakr bin Ayyub bin Qayyim Al-Jawziyyah,,????? ???????,1997,j1,,,,,,,,,,Waqaf Dato Manaf
346,,,,????? ???????? Landasan berjalan kaki,??? ??? ???? ???? ?? ??? ??? ?? ???? ??? ??? ??????? Abi Abdullah Muhammad bin Abi Bakr bin Ayyub bin Qayyim Al-Jawziyyah,,????? ???????,1997,j2,,,,,,,,,,Waqaf Dato Manaf
347,,,,????? ???????? Landasan berjalan kaki,??? ??? ???? ???? ?? ??? ??? ?? ???? ??? ??? ??????? Abi Abdullah Muhammad bin Abi Bakr bin Ayyub bin Qayyim Al-Jawziyyah,,????? ???????,1997,j3,,,,,,,,,,Waqaf Dato Manaf
348,,,983-42135-0-6,Panduan Usrah,Ustaz Idris Ahmad,kuala lumpur,sarjana media,2005,e5,,,,,,,,,,Waqaf Dato Manaf
349,,,983-62-0351-6,Istilah Pendidikan,,kuala lumpur,"Dewan Bahasa dan Pustaka, Kementerian Pendidikan Malaysia",1992,e3,,,,,,,,,,Waqaf Dato Manaf
350,,,,Mengenal Diri melalui rasa hati,Ustaz Ashaari Muhammad,kuala lumpur,Shoutul Arqam,1991,e12,,,,,,,,,,Waqaf Dato Manaf
351,,,,A Dictionary of International Relations and Conference Terminology,Hassan Abdallah,Beirut,Librairie Du Liban,1982,e1,,,,,,,,,,Waqaf Dato Manaf
352,,,,Enakmen Wasiat Orang Islam,,Selangor,Bahagian Baitulmal Jabatan Agama Islam,1999,,,,,,,,,,,Waqaf Dato Manaf
353,,,,???? ????? ?? ????? ???????? ?????? Penyelidikan perundangan mengenai isu ekonomi kontemporari,???? ?????? ??????? ???? ???? ??? ????? ???? ????? ????? ??? ?????? ??????,??????,??? ???????,1998,e2,,,,,,,,,,Waqaf Dato Manaf
354,,,,????? ??? ????? ??????? aldarb ealaa al'alat alkatiba,???? ?? ??????? lajnat min alkhubara',?????,????? ?????? ??????? ?????? ????????,,,,,,,,,,,,Waqaf Dato Manaf
355,,,,?????? ?? ??????? ?????? Pengajian dalam Masyarakat Mesir,??????? ??????? ??? ????? ????? Profesor Ali Mahmoud Islam,??????????,?????? ??????? ?????? ??????,1983,e1,,,,,,,,,,Waqaf Dato Manaf
356,,,,????? ?????? 'akhbar alnisa',??? ??? ??????? Ibn Qayyim al-Jawziyya,?????-?????,??? ????? ???????,1990,e1,,,,,,,,,,Waqaf Dato Manaf
357,,,,???? ?????? ??????? Buku wanita muslim,??? ??? ???? ???????? Abu Bakar Jabar Algeria,???????,??? ?????? ??????,1987,e2,,,,,,,,,,Waqaf Dato Manaf
358,,,,?????? ?? ???? ?????? almar'at fi zilal alquran,,???????,??? ???????,,,,,,,,,,,,Waqaf Dato Manaf
359,,,,????? ?????? ?????? ??????? ??????? fatawaa mueasiratan lilmar'at wal'usrat almuslima,?. ???? ???????? Dr.Yusof Al-Khordhowi,????-??????? ???????,??? ??????? ??? ???????,,,,,,,,,,,,Waqaf Dato Manaf
360,,,,????? ?????? 'ustadh almar'a,???? ?? ???? ???????? Mohammed bin Salem Al-Bayhani,?????-?????,??? ????? ???????,,,,,,,,,,,,Waqaf Dato Manaf
361,,,,????? ?????? tabayie alnisa',???? ?? ???? ?? ??? ??? ???????? Ahmed Bin Muhammad Bin Abd rabu Alandalusi,???????,????? ??????,,,,,,,,,,,,Waqaf Dato Manaf
362,,,,????? ?????? ??????? Fatwa wanita moden,???? ???? ??? Musa Saleh Sharif,???????,????? ?????? ????????,,e2,,,,,,,,,,Waqaf Dato Manaf
363,,,,??? ????? ?????? ??????? Isu terpenting wanita Islam,??????? ???? ??? ??? ???? Dr Mohamed Hassan Abu Yahya,????-??????,??? ???????,1987,e2,,,,,,,,,,Waqaf Dato Manaf
364,,,,"????????? alnisayiyaat
",,,??? ?????,,,,,,,,,,,,Waqaf Dato Manaf
365,,,,????? ?????? 'ustadh almar'a,??? ???? ?? ???? ???????? Mohammed bin Salem Al-Bayhani,???????,????? ?????? ????????,,,,,,,,,,,,Waqaf Dato Manaf
366,,,,??? ?????? ??????? Perundangan wanita Islam,??????? ????? Ibrahim Al Jamal,,??? ?????? ????? ????????,1986,e2,,,,,,,,,,Waqaf Dato Manaf
367,,,,????? ???????? Aisyah dan politik,??? ???????? sayid al'afghanii,,??? ?????,1971,e2,,,,,,,,,,Waqaf Dato Manaf
368,,,,Al-Quran dan Terjemahnya,,,,,,,,,,,,,,,Waqaf Dato Manaf
369,,,,Nilai dan Etika dalam Perkhidmatan Awam,,Malaysia,Institut Tadbiran Awam Negara,1991,,,,,,,,,,,Waqaf Dato Manaf
